designation;nro;bprp;gabs;mass(Msun);prob
Gaia EDR3 2975765239175480832;9911;0,5343704;13,71184483;0,695764246;0,487488747
Gaia EDR3 298575474900387072;9912;0,4487381;13,52719063;0,712738552;0,487372249
Gaia EDR3 2993371066036823424;9913;0,8840141;14,61130612;0,619848544;0,573224008
Gaia EDR3 2995670939420638336;9914;0,5854893;13,56809327;0,575053957;0,467795342
Gaia EDR3 2999215696189924096;9915;0,30866432;12,20805125;0;0,47237882
Gaia EDR3 3000975258389831040;9916;0,7072735;14,58116493;0,877939543;0,464028895
Gaia EDR3 3005140002278350976;9917;0,44110298;13,3906733;0,661631222;0,409134269
Gaia EDR3 3007912558288694144;9918;3,98E-02;12,22263058;0,660339286;0,158131093
Gaia EDR3 3011223668834627328;9919;0,5735588;13,92931735;0,747531515;0,402896702
Gaia EDR3 3012834041053124736;9920;-6,92E-02;12,18727338;0,798963545;0,31917882
Gaia EDR3 3014029412054717568;9921;0,6393719;14,08192152;0,744803235;0,457999766
Gaia EDR3 3019706156227649152;9922;0,5032158;13,87611364;0,798256539;0,442572087
Gaia EDR3 3022379210730493952;9923;0,18435097;12,83468504;0,737325;0,319662988
Gaia EDR3 3024247796382652800;9924;0,7173538;14,08048283;0,590056582;0,52430588
Gaia EDR3 3025202786655465344;9925;0,17798615;12,70718285;0,690106551;0,286685675
Gaia EDR3 3025478557913624832;9926;0,2535591;13,23187472;0,816301946;0,470888555
Gaia EDR3 303958443311053824;9927;0,5825691;14,05166342;0,787903044;0,35045743
Gaia EDR3 3039671225803688320;9928;0,40563393;13,55661323;0,775071774;0,478957355
Gaia EDR3 3040162810580901376;9929;0,77456856;14,55850991;0,798876694;0,433486521
Gaia EDR3 3040449954916676480;9930;0,6660805;13,93078424;0,590175591;0,517163098
Gaia EDR3 3040894879168425088;9931;0,638361;14,14430849;0,771222099;0,46989581
Gaia EDR3 3042034905221606784;9932;0,7409897;14,43294852;0,705211922;0,500024974
Gaia EDR3 3042078164133988864;9933;0,69913673;14,47612305;0,845169261;0,283520281
Gaia EDR3 3052271358475921920;9934;0,8593693;14,34697028;0,541805773;0,567777812
Gaia EDR3 3052418589963163264;9935;0,7841053;14,49785633;0,764661352;0,437210321
Gaia EDR3 3055999768051212416;9936;-3,81E-02;13,07079432;1,063196727;0,307150364
Gaia EDR3 3063650376111451136;9937;0,122385025;12,57178691;0,703043009;0,238377124
Gaia EDR3 3063960605892490368;9938;0,7002106;14,35916342;0,797848019;0,466270894
Gaia EDR3 3065513047592503552;9939;0,12851524;12,60579063;0,710012086;0,196368396
Gaia EDR3 3065744460430556032;9940;0,69293785;13,85905823;0,536926314;0,503282011
Gaia EDR3 3072290785157550976;9941;0,39722633;13,23692388;0,647027958;0,422960043
Gaia EDR3 3072348715677121280;9942;-0,31638718;12,06612457;1,157487941;0,475709647
Gaia EDR3 3080411881119844736;9943;-8,82E-02;11,50974013;0,546454583;7,20E-02
Gaia EDR3 3080844435869554176;9944;-3,18E-02;11,79149144;0,580954679;0,111284703
Gaia EDR3 3083265904070625792;9945;0,14322853;12,60924753;0,692875577;0,374033123
Gaia EDR3 3084427916062349440;9946;0,6181545;13,74767435;0,573233248;0,50760138
Gaia EDR3 3100147595150673280;9947;0,56209755;14,12639906;0,791269191;0,512704253
Gaia EDR3 3101096508041289216;9948;0,33089638;13,35873605;0,778137422;0,42446208
Gaia EDR3 3102322497869232000;9949;0,6502476;13,91214213;0,658838278;0,435552537
Gaia EDR3 3103248458458872064;9950;0,76301193;14,44519589;0,766782852;0,467532784
Gaia EDR3 3103852747474376832;9951;0,609684;13,94762413;0,716844122;0,43265152
Gaia EDR3 3104080793057554048;9952;4,98E-02;12,1276223;0,606089633;0,262447715
Gaia EDR3 3104594398129510784;9953;0,46520996;13,98835302;0,88383003;0,468762845
Gaia EDR3 31067426892323584;9954;0,39322472;13,60594879;0,809307134;0,489205569
Gaia EDR3 3111116258726431616;9955;0,14479637;12,53577721;0,658924727;0,276921868
Gaia EDR3 3113632078770184576;9956;0,58273697;13,54939487;0,569730298;0,496884227
Gaia EDR3 3114596105649038208;9957;1,0295467;14,51538057;0,471612386;0,79494679
Gaia EDR3 3115373567751064704;9958;0,49401093;13,24558446;0,529499875;0,53835845
Gaia EDR3 3123417526096933248;9959;0,24344254;13,00021882;0,734070792;0,473996729
Gaia EDR3 3125497836452463104;9960;0,727232;14,41512013;0,713784752;0,533487141
Gaia EDR3 3126800650357306112;9961;0,5324745;13,7678495;0,722511618;0,479400069
Gaia EDR3 3127761765259717632;9962;0,19368935;13,07535832;0,823388608;0,254100174
Gaia EDR3 3128834506352463104;9963;0,23721504;12,87457322;0,687038689;0,346365511
Gaia EDR3 3129655296079487872;9964;0,71689606;14,31037163;0,761656128;0,398750722
Gaia EDR3 3130054624958706432;9965;0,3072052;13,28716521;0,776057107;0,426692218
Gaia EDR3 3131476156051396224;9966;0,53116226;13,81009279;0,742430808;0,367916942
Gaia EDR3 3133329172446540928;9967;0,67757225;14,12326988;0,724891723;0,473711938
Gaia EDR3 3133718055965067776;9968;0,28452492;13,53267399;0,900518775;0,503256381
Gaia EDR3 313521312549882496;9969;0,12508965;12,56706565;0,697603463;0,279680997
Gaia EDR3 3138984682302032512;9970;0,42100143;13,9800124;0,927985408;0,472001642
Gaia EDR3 3144237908341731712;9971;6,13E-02;13,10180876;0,977815999;0,378318608
Gaia EDR3 3145382126287048832;9972;5,83E-02;12,30575563;0,67120085;0,1848647
Gaia EDR3 3148375851633237760;9973;0,7383194;14,09831207;0,647785708;0,440018892
Gaia EDR3 3149491963312162176;9974;0,54351616;13,71805249;0,688339036;0,392204702
Gaia EDR3 3150099301752709504;9975;0,58927536;14,12911219;0,812693522;0,491674155
Gaia EDR3 3151443115414582016;9976;0,1394825;13,15367093;0,917177184;0,315331876
Gaia EDR3 3161618477052648192;9977;0,4246769;13,55304554;0,751962553;0,451964855
Gaia EDR3 3161621736934071424;9978;0,44032478;13,45732948;0,691842083;0,469758242
Gaia EDR3 3162424934475186560;9979;1,85E-02;12,83025055;0,935477294;0,282949984
Gaia EDR3 3162817558907460224;9980;0,30093193;13,04851827;0,682021736;0,464349657
Gaia EDR3 3169911264333141632;9981;0,36410332;13,57227646;0,82805245;0,456994683
Gaia EDR3 3174983311470725120;9982;0,60526085;14,02657207;0,700184874;0,508718014
Gaia EDR3 3176664640844839424;9983;0,33176422;13,35809031;0,776906816;0,439172417
Gaia EDR3 3180577660993161728;9984;0,42101097;14,43724668;1,067624428;0,477154166
Gaia EDR3 3181349552516238336;9985;0,821373;14,51129093;0,646140365;0,548492074
Gaia EDR3 3186021141200137472;9986;0,5692425;13,73413442;0,666804115;0,404762834
Gaia EDR3 3186344118444502400;9987;0,77490425;14,29966405;0,61183211;0,500250816
Gaia EDR3 31865290082107520;9988;0,80750465;14,40343075;0,617433402;0,50508523
Gaia EDR3 3188530845210403840;9989;0,2374897;12,97162436;0,72921533;0,299866617
Gaia EDR3 3189033493821175552;9990;0,36798096;13,51714323;0,801292422;0,465300798
Gaia EDR3 3191926927390852608;9991;0,6696949;14,27604229;0,794914807;0,464197218
Gaia EDR3 3193194629937678464;9992;0,47894478;13,69928949;0,752172373;0,473192632
Gaia EDR3 3198881613315343872;9993;0,5125046;13,73924422;0,732444026;0,440863699
Gaia EDR3 3200232157189930880;9994;0,31235695;13,156082;0,714731897;0,323958486
Gaia EDR3 320029150076023808;9995;0,4443035;13,66819805;0,777024148;0,428285837
Gaia EDR3 3203444071173553536;9996;-6,74E-02;11,5877487;0,547491623;6,74E-02
Gaia EDR3 3209150124204756224;9997;0,5832405;14,04553358;0,784776105;0,407111943
Gaia EDR3 3214456431743650048;9998;9,67E-02;12,45242694;0,684070178;0,193025619
Gaia EDR3 3218697767783768320;9999;0,6977968;14,17486399;0,725777806;0,426734626
Gaia EDR3 3219428015303785856;10000;0,5891342;13,67888905;0,620334794;0,485733867
Gaia EDR3 3222138444609365248;10001;0,6388645;14,05055569;0,731750478;0,482441783
Gaia EDR3 3223564476830329728;10002;0,8014622;14,43281783;0,636396288;0,50937748
Gaia EDR3 3225569371860436096;10003;0,27232742;13,0213594;0,706469332;0,396432996
Gaia EDR3 3227326352785075072;10004;0,7971096;14,33725081;0,680872929;0,499971986
Gaia EDR3 3230171064244273024;10005;0,5404358;13,96009521;0,793469528;0,470414996
Gaia EDR3 3231702860037325824;10006;0,6259136;14,13901259;0,780900235;0,481206179
Gaia EDR3 3234395078681331840;10007;0,37590408;13,43968842;0,76087816;0,46732226
Gaia EDR3 3234818257515161856;10008;-0,27528286;11,02855069;0,755786648;9,20E-02
Gaia EDR3 3237692960730676608;10009;0,70155144;14,46119584;0,836773848;0,415493548
Gaia EDR3 3239578520091272320;10010;0,13500404;12,60633978;0,702059554;0,175891161
Gaia EDR3 3246152023374303104;10011;0,1847744;12,74083177;0,695983769;0,298702061
Gaia EDR3 3246177587019563008;10012;0,19158173;12,71069756;0,674111936;0,391686529
Gaia EDR3 3249530307209336832;10013;0,12166977;12,51996859;0,681579671;0,26120007
Gaia EDR3 3251618000616770560;10014;0,6362438;13,69807634;0,538918256;0,518271863
Gaia EDR3 3253038260402114944;10015;0,235363;12,94986163;0,72242003;0,490410835
Gaia EDR3 3254081490778611584;10016;0,47989655;13,75033115;0,771852421;0,485841423
Gaia EDR3 3264551560189562112;10017;0,43458366;13,64137355;0,751467273;0,511974156
Gaia EDR3 3265165117742493056;10018;0,62078476;14,29057373;0,787940314;0,505943775
Gaia EDR3 3267081566509086592;10019;0,42446327;13,47236303;0,717576226;0,456130177
Gaia EDR3 3276414466021403264;10020;0,42500114;13,72143357;0,820282174;0,499971926
Gaia EDR3 3278602386784473472;10021;0,8221855;14,4244863;0,609360566;0,551154494
Gaia EDR3 3290811226460959360;10022;0,71382713;14,36206933;0,70766276;0,505865395
Gaia EDR3 3293451020735654272;10023;0,1564579;12,64259722;0,690232874;0,203117669
Gaia EDR3 3302867234019572864;10024;0,75953484;14,08366939;0,546804275;0,507820725
Gaia EDR3 3303137301563100544;10025;0,78463936;14,5208545;0,773161559;0,265414
Gaia EDR3 3306516925429013248;10026;0,5998802;13,8458683;0,633758191;0,503284156
Gaia EDR3 3307009304776119936;10027;0,6721544;14,24417369;0,708813963;0,500842631
Gaia EDR3 3308403897837092992;10028;-0,15952682;11,60148349;0,701036367;7,37E-02
Gaia EDR3 3313861186362477824;10029;0,57635117;13,47851315;0,524997506;0,521616578
Gaia EDR3 3315373564607614208;10030;0,15589905;12,58432605;0,665595788;0,167572469
Gaia EDR3 3318030740614678144;10031;0,5769768;13,93782153;0,747559408;0,430925548
Gaia EDR3 3322546396213589760;10032;0,5658779;13,85237988;0,722722645;0,440303683
Gaia EDR3 3323096740438265728;10033;0,6657696;14,00927106;0,686127053;0,497910589
Gaia EDR3 3327488430402704000;10034;0,22408676;12,87756499;0,705201699;0,306436956
Gaia EDR3 3327647271174824704;10035;0,4494419;13,94229433;0,851810058;0,50073123
Gaia EDR3 3328058591603302784;10036;0,21831322;12,86305776;0,706236955;0,311069071
Gaia EDR3 3329569015639064192;10037;0,76244736;13,97880516;0,512330066;0,500393271
Gaia EDR3 3334379344646313088;10038;0,66763496;14,19203422;0,693146668;0,562932491
Gaia EDR3 3334380100562482432;10039;0,3977127;13,75373292;0,864664852;0,485418648
Gaia EDR3 3336580566927314048;10040;0,7931938;14,30511206;0,671620234;0,490157813
Gaia EDR3 3338258765268407552;10041;-0,2549801;10,05344268;0;8,71E-02
Gaia EDR3 334244594178112384;10042;0,33765602;13,29017915;0,742665922;0,482006937
Gaia EDR3 3342910386649783296;10043;0,31204605;13,28215717;0,768381037;0,381874442
Gaia EDR3 3343243985350681728;10044;3,10E-02;12,01296334;0,583216276;0,109481633
Gaia EDR3 334723160910027136;10045;-0,321661;12,21119515;1,148681438;0,500967741
Gaia EDR3 3349849778193723008;10046;-1,47E-02;12,0507987;0,665855498;0,150394082
Gaia EDR3 3351764886930841984;10047;0,42024612;13,7311697;0,805179573;0,501716733
Gaia EDR3 3354222505874657280;10048;7,05E-02;12,34792325;0,673413329;0,154478192
Gaia EDR3 3354434539820929920;10049;9,65E-02;12,44825776;0,682632872;0,199548811
Gaia EDR3 3358004306181176320;10050;0,8335533;14,10496468;0,491616013;0,516432524
Gaia EDR3 3366876029283220096;10051;0,6261864;13,86632413;0,611038864;0,51861155
Gaia EDR3 336814913062739456;10052;2,58E-02;11,98833824;0,580425557;0,220231742
Gaia EDR3 3370407759412842368;10053;0,90590477;14,17306512;0;0,471400976
Gaia EDR3 33728382471118720;10054;7,51E-02;12,33934393;0,663731743;0,153940797
Gaia EDR3 3375135698070213632;10055;0,26211166;11,98230379;0;0,41058898
Gaia EDR3 3379719729547539072;10056;0,53954315;13,71107505;0,68968115;0,477475256
Gaia EDR3 3380595937236322560;10057;0,35339928;13,19139191;0,676852227;0,528842926
Gaia EDR3 338094538438744320;10058;0,80070686;14,05620643;0,551774654;0,453087628
Gaia EDR3 338141469544446336;10059;0,76543045;14,4163466;0,752839911;0,444712669
Gaia EDR3 3383000470383852672;10060;0,16351318;12,74201774;0,72420149;0,180390924
Gaia EDR3 3385139226657814272;10061;0,49630547;13,27916647;0,548231278;0,47834298
Gaia EDR3 3388646423937758336;10062;0,2752819;13,25886373;0,801732995;0,432491809
Gaia EDR3 3392181976588782336;10063;-0,16557503;11,16699462;0,540003417;7,87E-02
Gaia EDR3 3396724501505528960;10064;0,3783245;13,38813884;0,736829265;0,441299617
Gaia EDR3 3397115068652381056;10065;0,84446716;14,40844221;0,577523873;0,506934285
Gaia EDR3 3403722102745482112;10066;0,7037983;14,30532265;0,772930609;0,471085936
Gaia EDR3 3404213863611804672;10067;5,69E-02;12,26776732;0,656832548;0,252606273
Gaia EDR3 3406044717975450752;10068;0,7494602;14,14107688;0,653873869;0,489627391
Gaia EDR3 3408058645321741568;10069;0,68859863;13,94013273;0,568765191;0,507027864
Gaia EDR3 3409280550631097088;10070;0,73770523;14,36352301;0,761569376;0,488848001
Gaia EDR3 3410496365678521216;10071;0,7294407;14,36166787;0,769150579;0,494810075
Gaia EDR3 3411282585212210048;10072;0,46278;13,51792164;0,692320738;0,437729716
Gaia EDR3 3412412539568873728;10073;0,3984623;13,47916539;0,751589028;0,474165648
Gaia EDR3 3413847990652353536;10074;0,6592026;14,11881099;0,741485223;0,493411869
Gaia EDR3 3418150890754354304;10075;0,5731716;14,31041765;0,900711803;0,495510221
Gaia EDR3 3422189774920460928;10076;0,8141346;14,40718625;0,611418588;0,547655582
Gaia EDR3 342283089327885184;10077;0,4816532;13,81416516;0,762187623;0,50143671
Gaia EDR3 3431681828742646016;10078;0,78995895;14,33788616;0,690000778;0,483438969
Gaia EDR3 3432936951327195520;10079;0,75837135;14,4457392;0,771999098;0,466117293
Gaia EDR3 3433524747667276544;10080;0,306427;13,19936444;0,741250136;0,465449691
Gaia EDR3 3433732624085019264;10081;2,74E-02;12,07322965;0,614324085;0,165827692
Gaia EDR3 3439504574796319232;10082;0,3459835;13,57706575;0,85023933;0,451787591
Gaia EDR3 3444809958919412992;10083;0,68247414;14,38792205;0,827360577;0,488956481
Gaia EDR3 3444911290081835136;10084;0,46351242;13,87124709;0,838648757;0,399457484
Gaia EDR3 3447656697601153664;10085;0,7889652;14,11297834;0,591520625;0,493264705
Gaia EDR3 3448161618255210368;10086;0,26425362;13,56931945;0,937867035;0,449844599
Gaia EDR3 3451263611151284480;10087;0,72849464;14,41318147;0,790300993;0,466999114
Gaia EDR3 3454778513587697536;10088;0,6996441;14,19446154;0,732396734;0,457734078
Gaia EDR3 3455987117387662720;10089;0,18717766;12,65063571;0,653697198;0,27232939
Gaia EDR3 3458053580769064832;10090;0,74090767;14,32267766;0,742397026;0,455679983
Gaia EDR3 3461118709949787392;10091;0,5937958;13,67842487;0,615086093;0,475771546
Gaia EDR3 3463728224704840064;10092;0,46168327;13,8306356;0,824151516;0,475542486
Gaia EDR3 3465480983678640512;10093;0,548996;14,26971986;0,908659774;0,468170464
Gaia EDR3 3467582738811167744;10094;0,7152443;13,8948999;0,527022377;0,527155161
Gaia EDR3 3469061886891469440;10095;0,20729637;13,1405812;0,833553571;0,29417783
Gaia EDR3 3471333928886109568;10096;0,74298286;14,3125978;0,735870783;0,37471053
Gaia EDR3 3471371484080115456;10097;0,6561203;13,87055928;0,634074846;0,472328037
Gaia EDR3 347248758717125376;10098;0,48356056;14,18576271;0,94200005;0,467298776
Gaia EDR3 3477102100029720064;10099;0,41857338;13,66353405;0,803986733;0,449362963
Gaia EDR3 3477753908563256960;10100;0,62156296;13,54116366;0,506978416;0,524746239
Gaia EDR3 3479615106870788864;10101;0,69356537;14,1317761;0,638415102;0,503206611
Gaia EDR3 3481479706793852928;10102;0,9092674;14,15947122;0,435229985;0,663324535
Gaia EDR3 3485680077432612480;10103;0,42855835;13,7835497;0,841563682;0,457695812
Gaia EDR3 3487220772397809536;10104;0,54015064;13,72062474;0,693211108;0,249266088
Gaia EDR3 34881117333814144;10105;0,7432709;13,18889733;0,321175294;0,529698312
Gaia EDR3 3489978652500890496;10106;0,24390411;13,33447714;0,868905935;0,398717076
Gaia EDR3 3490527755479959936;10107;0,5222368;13,95133708;0,768142575;0,506251991
Gaia EDR3 3490604068459240832;10108;0,77371216;14,5065612;0,697765466;0,501820385
Gaia EDR3 3493971632056308352;10109;0,37870026;13,619529;0,831048903;0,43616569
Gaia EDR3 3496246216672665344;10110;0,14414978;12,99377881;0,849502655;0,285847664
Gaia EDR3 3500086050578451712;10111;0,5868149;14,06444108;0,788923646;0,431707382
Gaia EDR3 3502495084850315520;10112;-1,50E-02;11,74831851;0,539833759;8,46E-02
Gaia EDR3 3506061587037686144;10113;0,79187393;15,05795015;0,970271813;0,475076973
Gaia EDR3 3507054858354224512;10114;0,5596218;13,77484683;0,695463933;0,48552835
Gaia EDR3 3508725463193741696;10115;0,29332352;13,37704821;0,828545785;0,349199057
Gaia EDR3 3508881873018190976;10116;0,71839905;13,93536377;0,537344131;0,50412786
Gaia EDR3 3513268713958918528;10117;0,6338005;14,16889379;0,723633271;0,500449896
Gaia EDR3 3514467181633566208;10118;0,3535385;13,30458589;0,730143169;0,37887159
Gaia EDR3 351841315707188992;10119;0,74856186;14,08021522;0,556697597;0,501015127
Gaia EDR3 3519617951228451328;10120;0,20806694;13,0374193;0,791135434;0,220177621
Gaia EDR3 3523281554036727168;10121;0,7465267;14,49458319;0,803779579;0,494652808
Gaia EDR3 3525391585569645056;10122;0,44911957;14,74957747;1,103305226;0,533476532
Gaia EDR3 3526203952863989888;10123;0,82647896;14,22981423;0,531907025;0,506545782
Gaia EDR3 352810260330055424;10124;0,58042336;14,22223302;0,858694153;0,413396925
Gaia EDR3 3528871819044810368;10125;0,26655102;12,94327987;0,679661267;0,297359616
Gaia EDR3 3529016744125888896;10126;0,7620697;14,51180521;0,793928167;0,481702417
Gaia EDR3 3530520910392199680;10127;0,4308586;13,81748326;0,85277763;0,399794251
Gaia EDR3 3534764582895904640;10128;8,66E-02;12,42519246;0,685590802;0,139135122
Gaia EDR3 3537966562617898112;10129;0,5278835;14,08304238;0,856044554;0,407272905
Gaia EDR3 3539914970237898112;10130;0,5527153;13,09018557;0;0,48374936
Gaia EDR3 3540661053303121152;10131;0,81806564;14,24773568;0,613550035;0,495376289
Gaia EDR3 354464720387633792;10132;-0,18066883;11,1888174;0,576794737;7,81E-02
Gaia EDR3 3547000253230686080;10133;0,46643066;13,61254103;0,729600006;0,476651758
Gaia EDR3 3547367563129984384;10134;0,22530937;13,3236312;0,885403346;0,435132116
Gaia EDR3 3554470236445982336;10135;0,10189438;12,06673813;0,52458404;0,281587899
Gaia EDR3 3556190937783724928;10136;0,53082657;13,70034766;0,657152198;0,547898948
Gaia EDR3 3559194558736936064;10137;0,7995701;14,82195383;0,798507501;0,516533852
Gaia EDR3 3562650151984292224;10138;0,7101078;14,32771376;0,698030411;0,509469569
Gaia EDR3 3569026082475181824;10139;0,43444824;13,57982473;0,751799468;0,477900237
Gaia EDR3 3571049802348893440;10140;0,78850174;14,67018823;0,82799906;0,432061166
Gaia EDR3 3571784963307308032;10141;0,898571;15,15467676;0,833400891;0,60299468
Gaia EDR3 3573493883551588352;10142;0,20351219;12,73216458;0,668085012;0,338012338
Gaia EDR3 3573630566590717952;10143;5,61E-02;12,20939837;0,632817855;0,210428447
